29620,"Lansing-East Lansing, MI",1048,3582752,3712288,170.48
29660,"Laramie, WY",80,256248,290392,12.76
29700,"Laredo, TX",488,1544992,2002432,72.21
29740,"Las Cruces, NM",328,1399088,1673864,18.41
29780,"Las Vegas, NM",56,240712,235144,-2.19
29820,"Las Vegas-Paradise, NV",3896,11005896,15610152,3933.51
29860,"Laurel, MS",144,664800,678584,-0.82
29900,"Laurinburg, NC",56,287584,289256,2.12
29940,"Lawrence, KS",176,799624,886608,12.93
29980,"Lawrenceburg, TN",88,319312,334952,4.76
30020,"Lawton, OK",256,919968,992784,6.06
30060,"Lebanon, MO",48,260256,284568,11.39
30100,"Lebanon, NH-VT",376,1339656,1397792,3.91
30140,"Lebanon, PA",248,962272,1068544,9.3
30220,"Levelland, TX",56,181768,183480,-1.05
30260,"Lewisburg, PA",80,332664,359576,8.56
30280,"Lewisburg, TN",48,214072,244936,13.9
30300,"Lewiston, ID-WA",128,463768,487104,4.25
30340,"Lewiston-Auburn, ME",224,830496,861616,3.7
30380,"Lewistown, PA",96,371816,373456,-0.2
30420,"Lexington, NE",64,212104,210960,-2.19
30460,"Lexington-Fayette, KY",1032,3267160,3776792,217.31
30500,"Lexington Park, MD",144,689568,841208,18.11
30580,"Liberal, KS",40,180176,183616,0.94
30620,"Lima, OH",264,867776,850648,-2.88
30660,"Lincoln, IL",64,249592,242440,-3.01
30700,"Lincoln, NE",624,2134384,2417256,50.43
30740,"Lincolnton, NC",144,510520,626120,27.8
30780,"Little Rock-North Little Rock-Conway, AR",1312,4883720,5598056,16.38
30820,"Lock Haven, PA",72,303024,313904,3.66
30860,"Logan, UT-ID",224,821776,1003536,37.58
30900,"Logansport, IN",88,327408,311728,-4.72
30940,"London, KY",104,421680,470792,13.11
30980,"Longview, TX",360,1552352,1714952,9.07
31020,"Longview, WA",192,743576,819280,8.75
31060,"Los Alamos, NM",32,146776,143600,-2.26
31100,"Los Angeles-Long Beach-Santa Ana, CA",23432,98925080,102630696,84.32
31140,"Louisville/Jefferson County, KY-IN",2544,9312312,10268528,14.79
31180,"Lubbock, TX",568,1997664,2279120,38.94
31260,"Lufkin, TX",136,640984,694168,8.91
31300,"Lumberton, NC",248,985272,1073344,9.26
